datetime,value_token,wallet
2025-08-07T23:41:47+00:00,389670.191069,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:38:35+00:00,1100005.0,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:28:23+00:00,2210734.302001,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:28:23+00:00,2210734.302001,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:22:59+00:00,298000.0,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:20:47+00:00,107308.0,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:16:23+00:00,147114.928312,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:08:35+00:00,370000.0,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:05:35+00:00,2419920.527512,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T23:05:35+00:00,2419920.527512,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:58:59+00:00,100023.757713,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:58:11+00:00,330773.444002,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:58:11+00:00,2194136.498176,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:58:11+00:00,2194136.498176,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:56:35+00:00,389642.035795,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:55:47+00:00,3725527.383418,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:54:47+00:00,600000.0,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:44:47+00:00,378992.624344,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:41:35+00:00,259972.796221,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:39:47+00:00,105339.561511,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:36:11+00:00,198717.805482,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:35:59+00:00,5378562.867423,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:35:59+00:00,5378562.867423,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:33:35+00:00,241236.758879,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:33:35+00:00,150000.0,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:32:59+00:00,899957.900986,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T22:32:35+00:00,208041.735275,0x98c23e9d8f34fefb1b7bd6a91b7ff122f4e16f5c
2025-08-07T12:08:35+00:00,441745.792335,0x22af984f13dfb5c80145e3f9ee1050ae5a5fb651
2025-08-05T20:45:23+00:00,316002.03,0x08f619716db7c6245401b543e59acac1d25cb483
2025-08-05T20:43:23+00:00,49596011.08,0x08f619716db7c6245401b543e59acac1d25cb483
2025-08-05T03:10:59+00:00,49908244.0,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-29T20:43:59+00:00,44949994.03,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-29T03:13:11+00:00,212453.0,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-22T20:45:35+00:00,2785345.34,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-22T03:15:11+00:00,26706316.0,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-15T20:45:23+00:00,1270113.5,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-15T20:43:35+00:00,736850.15,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-15T10:44:59+00:00,59384765.0,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-14T21:32:47+00:00,12266866.13,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-13T21:32:47+00:00,13629855.13,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-12T21:32:47+00:00,15144322.27,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-11T21:32:47+00:00,16827412.62,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-10T21:32:47+00:00,18701003.93,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-09T21:32:47+00:00,20816681.32,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-09T20:43:23+00:00,349092.48,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-08T21:32:47+00:00,23510846.44,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-08T20:43:23+00:00,3493804.82,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-07T21:32:47+00:00,15109678.89,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-06T21:32:47+00:00,16788585.66,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-05T21:32:47+00:00,18654519.69,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-04T21:32:47+00:00,20732600.29,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-03T21:32:47+00:00,23089784.48,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-03T20:43:11+00:00,482057.43,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-02T21:32:47+00:00,26190935.45,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-02T20:43:11+00:00,4820574.29,0x08f619716db7c6245401b543e59acac1d25cb483
2025-07-01T20:43:23+00:00,48210557.78,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-30T21:32:47+00:00,11140337.76,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-29T21:33:11+00:00,12403387.34,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-29T20:43:59+00:00,227108.41,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-28T21:33:11+00:00,14033884.16,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-28T20:43:47+00:00,2271084.13,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-27T21:33:11+00:00,18116631.44,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-27T20:43:47+00:00,22710841.26,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-17T20:43:59+00:00,21675199.17,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-11T20:43:59+00:00,50706717.45,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-10T21:30:23+00:00,25514674.4,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-10T20:44:35+00:00,54858522.0,0x08f619716db7c6245401b543e59acac1d25cb483
2025-06-13T16:39:47+00:00,449999980.0,0x01b8697695eab322a339c4bf75740db75dc9375e
2025-08-07T20:17:59+00:00,201146.5,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf
2025-08-07T19:33:59+00:00,200692.5,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf
2025-08-07T22:29:47+00:00,1887582.56,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T20:41:47+00:00,30000000.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T15:05:11+00:00,1886642.75,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T12:09:47+00:00,1885892.34,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T11:05:11+00:00,2405329.98,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T10:19:59+00:00,1858174.5,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T09:42:11+00:00,910219.5,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T09:05:11+00:00,1884024.96,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T07:54:47+00:00,1883250.81,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T07:22:59+00:00,658765.658713,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T06:34:47+00:00,1882499.08,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T04:34:47+00:00,1360406.87,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T02:34:47+00:00,1359999.98,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T01:35:47+00:00,621950.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-07T01:31:11+00:00,500067.392,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-06T09:40:59+00:00,500000.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-06T09:32:35+00:00,500000.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-06T09:24:11+00:00,500000.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-01T16:24:11+00:00,200000.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-31T09:23:23+00:00,905383.5,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-29T08:42:47+00:00,205360.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-29T08:42:23+00:00,125061.107,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-29T08:41:11+00:00,125051.954,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-29T08:40:11+00:00,125038.725,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-29T08:38:59+00:00,125021.451,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-29T08:37:35+00:00,125000.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-24T09:13:59+00:00,904733.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-23T13:49:11+00:00,204779.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-23T13:47:11+00:00,204774.0,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-23T13:44:35+00:00,204764.942,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-23T13:38:11+00:00,204749.409,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-07-22T02:54:11+00:00,193922389.004998,0xa38ee4a24886fee6f696c65a7b26ce5f42f73f68
2025-08-04T17:45:35+00:00,30000000.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-08-04T17:44:35+00:00,30000000.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-08-04T17:42:59+00:00,30000000.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-08-04T17:40:47+00:00,9999999.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-07-25T21:23:23+00:00,29999999.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-07-25T21:20:11+00:00,30000000.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-07-25T21:18:47+00:00,30000000.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-07-25T21:17:35+00:00,30000000.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-07-25T21:16:11+00:00,30000000.0,0xd54f23be482d9a58676590fca79c8e43087f92fb
2025-08-07T11:57:47+00:00,30000000.0,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-07T11:50:59+00:00,30000000.0,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-07T11:49:23+00:00,30000000.0,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-07T11:47:59+00:00,30000000.0,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-07T11:37:35+00:00,30000000.0,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:44:47+00:00,7911026.78,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:37:35+00:00,9994998.7,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:34:11+00:00,9994998.48,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:30:47+00:00,9994998.34,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:27:23+00:00,9994998.34,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:23:47+00:00,9994998.05,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:20:47+00:00,9994998.13,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:17:35+00:00,9994997.8,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:14:11+00:00,9994997.84,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:10:23+00:00,9994997.93,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:06:47+00:00,9994997.69,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:03:35+00:00,9994997.66,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T20:00:35+00:00,9994997.58,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T19:56:59+00:00,9994997.59,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-05T19:55:35+00:00,30000000.0,0x1c3b25019ed4e4876e7af7903cc3e1e23287c337
2025-08-07T23:05:47+00:00,101267.95,0x3b4d794a66304f130a4db8f2551b0070dfcf5ca7
2025-08-07T23:02:35+00:00,500000.0,0x3b4d794a66304f130a4db8f2551b0070dfcf5ca7
2025-08-01T04:52:11+00:00,6000006.0,0xfdc0e49f734c0004ed6b219eb221e862b1382925
2025-08-04T15:30:23+00:00,56999989.05,0xfbe804a9a7009dac6e12307dab066a9733bcc33d
2025-08-01T14:36:11+00:00,50000000.0,0xfbe804a9a7009dac6e12307dab066a9733bcc33d
2025-07-31T19:17:47+00:00,53000000.0,0xfbe804a9a7009dac6e12307dab066a9733bcc33d
2025-07-29T14:45:47+00:00,20000000.0,0xfbe804a9a7009dac6e12307dab066a9733bcc33d
2025-07-25T14:12:35+00:00,20000000.0,0xfbe804a9a7009dac6e12307dab066a9733bcc33d
2025-08-06T12:09:11+00:00,122246.296479,0xcecfc852f8ce51d92a5a291f6999dee147bc2169
2025-08-05T12:07:47+00:00,101586.863694,0xcecfc852f8ce51d92a5a291f6999dee147bc2169
2025-05-19T02:04:11+00:00,1257134.418768,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-19T01:22:11+00:00,6126456.117702,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-19T01:12:11+00:00,4289013.513055,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-19T01:01:11+00:00,6540005.086791,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-19T00:39:11+00:00,12164074.654294,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-19T00:29:11+00:00,8167863.356275,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-19T00:19:11+00:00,9565141.873414,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-19T00:07:47+00:00,10796842.983938,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T23:57:11+00:00,2302248.863644,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T23:27:11+00:00,32850088.601438,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T20:41:11+00:00,21069806.052862,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T20:00:23+00:00,20664561.921197,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T18:18:11+00:00,4086736.481426,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T17:56:11+00:00,2015273.108207,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T16:23:11+00:00,6691211.43224,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T15:31:11+00:00,8304894.569851,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T14:47:11+00:00,5565267.497731,0x1312025f11c023bde54614131ee99708a7af2a56
2025-05-18T10:30:11+00:00,11543379.467167,0x1312025f11c023bde54614131ee99708a7af2a56
2025-07-19T13:56:11+00:00,16849984.026384,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T13:20:11+00:00,9272851.64034,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T13:09:11+00:00,22911168.822401,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T12:11:11+00:00,4921261.027576,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T11:25:11+00:00,6966440.073774,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T10:33:11+00:00,12114975.306758,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T10:09:11+00:00,24532814.416529,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T09:59:11+00:00,9013820.619543,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T09:47:23+00:00,4316640.868601,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T09:03:11+00:00,5191380.403694,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T08:32:11+00:00,3846010.916504,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-19T08:10:11+00:00,2309664.021586,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-18T21:04:11+00:00,34800000.0,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-18T21:04:11+00:00,16952987.85631,0x13bad169b446ddfa5f8bcaa19da246918865862c
2025-07-25T04:33:11+00:00,11642445.753953,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-25T04:19:11+00:00,19415829.386571,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-25T03:53:11+00:00,3941754.477928,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-25T03:42:11+00:00,9600945.263379,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-25T03:30:11+00:00,21486322.575713,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-25T02:12:59+00:00,1647493.549832,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T20:17:11+00:00,8296351.999134,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T19:57:11+00:00,11733132.169872,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T17:05:11+00:00,2483499.141808,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T16:42:11+00:00,13978762.956399,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T16:12:11+00:00,9995581.396605,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T15:19:11+00:00,7022683.31932,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T14:49:11+00:00,2913686.850912,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T14:49:11+00:00,34800000.0,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T14:18:11+00:00,9977474.258387,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-19T13:56:11+00:00,5064036.900187,0x214691b86970758b37eacde8b60cd43288c05c08
2025-07-18T21:04:11+00:00,12258925.329071,0x27b0b9d6adaa6e39efdce32b33706a8a124c480b
2025-07-18T21:04:11+00:00,34800000.0,0x27b0b9d6adaa6e39efdce32b33706a8a124c480b
2025-07-18T21:04:11+00:00,34800000.0,0x27b0b9d6adaa6e39efdce32b33706a8a124c480b
2025-07-18T21:04:11+00:00,34800000.0,0x27b0b9d6adaa6e39efdce32b33706a8a124c480b
2025-07-18T18:23:11+00:00,34800000.0,0x27b0b9d6adaa6e39efdce32b33706a8a124c480b
2025-07-18T18:23:11+00:00,22541074.670929,0x27b0b9d6adaa6e39efdce32b33706a8a124c480b
2025-08-05T18:24:59+00:00,34800000.0,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T18:24:59+00:00,34800000.0,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T18:24:59+00:00,7668775.694121,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T17:57:11+00:00,12905363.652083,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T12:36:11+00:00,11442829.832276,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T12:22:11+00:00,16572824.38118,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T04:08:11+00:00,2131166.437637,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T03:55:11+00:00,5004651.472725,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T02:30:11+00:00,2155650.660888,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-05T00:59:11+00:00,1403852.529903,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-04T20:50:11+00:00,34800000.0,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-08-04T20:50:11+00:00,10314885.339187,0x29f9b8b63a2809db8bf8f790849058027c747882
2025-07-11T18:25:59+00:00,11602477.313236,0x2f2ab6df945cfe1a10239c2cab126ff703db2f20
2025-07-11T18:13:59+00:00,34800000.0,0x2f2ab6df945cfe1a10239c2cab126ff703db2f20
2025-07-11T18:13:59+00:00,4070941.874152,0x2f2ab6df945cfe1a10239c2cab126ff703db2f20
